type,cityBuilding,area,years ,num_Buildings,occupancy,site_EUI,wn_Site_n_Gas_Use,wn_Site_Electricity,water_Use,target
0n-Refrigerated Warehouse,0,98000,52,1,100,63.3,14476.4,1381456.1,659.4,478.2
Multifamily Housing,0,32520,119,1,100,91.2,24342.4,149262.6,2131.2,173.9
0n-Refrigerated Warehouse,0,45000,62,1,100,49.4,18923.1,91325,104.4,127.9
Multifamily Housing,0,277990,90,1,100,49.2,119499,499684.1,15563.2,781.1
Multifamily Housing,0,326646,54,1,100,94.3,259822.7,1634191.8,13642.2,1816.1
Office,0,54204,104,1,100,169.9,64271.3,820436.4,5931.5,577.7
Multifamily Housing,0,31500,92,1,100,83.6,22964.8,107472.9,2547.9,151.6
Multifamily Housing,0,43950,67,1,100,62.1,23311.8,120214,2756.9,158.2
Multifamily Housing,0,38758,60,1,100,99.8,26428.2,355195,2860.6,243.9
Multifamily Housing,0,39003,65,1,100,59.9,18084.1,150164.7,1841.1,140.8
Multifamily Housing,0,58704,88,1,100,67.8,31629.1,264792.8,1836.5,240.6
Multifamily Housing,0,29200,99,1,100,120.5,34270.7,23399.7,3404.4,189.4
Multifamily Housing,0,104187,93,1,100,118.1,2569.6,372179.3,7498.3,933
Multifamily Housing,0,131000,10,1,100,47.6,30870,918912.1,4022.3,430
Multifamily Housing,0,41316,86,1,100,100.1,35328.1,168912,3889.1,238.4
Multifamily Housing,0,55188,81,1,100,93.1,44108.7,201734.6,3538.3,295.1
Multifamily Housing,0,50112,81,1,100,98.5,41960.2,205995.9,3594.5,284.9
Multifamily Housing,0,185282,3,1,100,74.1,108835.7,801637.3,5159.2,816.6
Multifamily Housing,0,130000,37,1,100,99.9,100668.4,822825.7,10706.1,780.7
Multifamily Housing,0,27000,109,1,100,89.2,20166.8,109893.6,1598.4,140
Multifamily Housing,0,43871,119,1,100,93.7,35077.7,175877.8,3135.1,237.3
Multifamily Housing,0,38520,99,1,100,102.7,33846.2,164466,2507.5,227.8
Multifamily Housing,0,49799,119,1,100,103.2,44195.2,210897.5,3990.1,295.8
Multifamily Housing,0,30750,119,1,100,99.4,26482.6,126190,3161.3,175.9
Multifamily Housing,0,32420,108,1,100,95,24521.9,187633.3,3230.1,183.8
Multifamily Housing,0,33060,103,1,100,212.2,63544.6,186424.8,8079.9,393
Hotel,0,71829,9,1,100,105.9,44624.9,912427.4,4515.2,503.2
Wholesale Club/Supercenter,0,346578,11,1,100,77.9,119549.6,4307188.2,5870.7,1875.2
Multifamily Housing,0,25925,97,1,100,126.2,28263.7,128221.1,3658.6,187.6
Multifamily Housing,0,25500,96,1,100,108.2,23467.1,120826,3393.1,159.6
Multifamily Housing,0,44262,82,1,100,92.9,34225.5,163380.6,5101.7,230.6
Multifamily Housing,0,29805,89,1,100,21.1,1417.6,140870.4,4622.2,48.7
Multifamily Housing,0,25115,110,1,100,92.6,18897.6,123755.4,3501.8,137.2
Multifamily Housing,0,33866,4,1,100,65.3,17850.5,119474.9,3508.4,130.6
Multifamily Housing,0,26061,5,1,100,59.1,12347.8,85186.5,1584.7,91.4
Multifamily Housing,0,40228,91,1,100,95.8,28348.2,271768.8,2275.6,236
Multifamily Housing,0,43800,56,1,100,101,38055.7,172196.1,2605.5,253.8
Multifamily Housing,0,48600,89,1,95,95.9,42788.7,139919.5,3147.8,263.3
Multifamily Housing,0,43524,91,1,100,38.7,1017.1,332669.5,1824.9,218.4
Multifamily Housing,0,39480,62,3,100,104.1,33691.4,242858,1683.8,244.5
Multifamily Housing,0,128931,2,1,100,31.7,19418.4,620588.1,9665.6,285.8
Multifamily Housing,0,46080,88,1,100,94.9,33174.3,278006.4,8394.6,256.8
Multifamily Housing,0,30805,97,1,100,120.4,30132.8,203575.1,4488.1,219
Multifamily Housing,0,43200,91,1,100,87.3,32281.5,134586.6,6955.4,209.3
Strip Mall,0,52652,88,1,100,160.5,50643.9,1026303.8,2103.5,560.3
Multifamily Housing,0,73267,56,1,100,78.8,47768.1,280928.6,5308.1,337.6
Office,0,1757325,3,1,95,128.3,1525652.1,19642639.7,32706.9,14181.9
Multifamily Housing,0,34000,92,1,100,118.2,38192,95775.5,3102.2,224
Multifamily Housing,0,29700,88,1,100,37.5,5980.9,130647.1,3391.7,69.7
Multifamily Housing,0,53509,89,1,100,55.5,21505,235929.7,1704.1,183.5
Multifamily Housing,0,78792,10,2,100,31.9,7572.6,509591.5,2185.8,188.9
Multifamily Housing,0,55406,6,1,100,75.2,13943.5,798792.1,2710.3,308.8
Multifamily Housing,0,112698,7,1,100,61.2,14383.4,1580618.9,6629.5,538.8
Multifamily Housing,0,216635,4,1,100,53.6,54878.8,1788595.8,8244.2,809.2
Multifamily Housing,0,72030,109,1,100,120.9,75683.7,364312.9,5166.8,501.9
Multifamily Housing,0,36169,25,7,100,51.6,14128.8,126240,1138.5,113
Multifamily Housing,0,35117,25,7,100,57,15433.6,128789.9,637,120.6
Multifamily Housing,0,44586,119,1,100,39,10429.9,202965.5,1223.2,114.3
Multifamily Housing,0,31082,9,1,100,205.9,38022.8,752547.4,1892,421.1
Multifamily Housing,0,48020,15,1,100,57,15409.3,340742.6,1396.6,183
Multifamily Housing,0,44825,88,1,100,104.3,40565.8,173331.3,3199.3,267.6
Multifamily Housing,0,35581,15,1,100,72.3,17500.2,244817.2,1314,163.6
Multifamily Housing,0,36352,98,1,100,65.4,17776.3,170314.2,1603.1,144.9
Multifamily Housing,0,35532,62,1,100,158.7,1138.5,295496.5,2042.8,431.5
Multifamily Housing,0,42864,89,1,100,131.5,1634.3,146853.4,4358.2,425.7
Multifamily Housing,0,25617,7,1,100,95.6,15322.7,269674.1,1263.5,159.2
Multifamily Housing,0,26090,109,1,100,126.6,25238.9,224708.8,2266.6,200.1
Multifamily Housing,0,47016,65,1,100,110.3,43504.3,166686.5,3517,300
Multifamily Housing,0,28208,93,1,100,90.6,23972.2,71526.8,3985.2,143.8
Multifamily Housing,0,34000,93,1,100,89.6,26755,105136.7,3340.1,173.6
Multifamily Housing,0,38700,19,1,100,135.4,36385.6,484752.1,3064.8,330.7
K-12 School,0,160500,109,1,100,37.4,9478.3,1473549.8,3286.2,477.8
0n-Refrigerated Warehouse,0,45800,43,1,100,19,4682.8,122391.1,183.6,59.4
Multifamily Housing,0,44032,81,1,95,129.9,9284,368610.6,2445.8,418.3
Worship Facility,0,141697,46,1,100,71.4,49487.7,1454897.3,1336,699.4
Multifamily Housing,0,74260,47,1,100,78.2,42013.6,493747.5,4408.3,362.7
Multifamily Housing,0,74260,47,1,100,78.2,42013.6,493747.5,4408.3,362.7
Multifamily Housing,0,96184,52,1,100,88.8,4159,508175.7,3920.5,593.2
K-12 School,0,32000,9,1,100,87.3,13096.7,432155.6,469,195.2
Office,0,61752,18,1,100,143.9,37004.9,1549853.1,596.4,639.1
Multifamily Housing,0,80000,54,1,100,89.1,60366.9,303409.3,3833.8,412.3
Multifamily Housing,0,39000,57,1,100,107.9,2042.6,196558.8,2019.7,315.2
Multifamily Housing,0,38505,82,1,100,116,1826.5,134587.9,1661.4,336.7
Multifamily Housing,0,42763,71,1,100,93.9,2850.6,137637.8,2.1,297
Multifamily Housing,0,32000,61,1,100,91.7,24113,154236.1,1058.3,172.9
Multifamily Housing,0,35840,63,1,100,96.4,29260.1,168426.6,1279.9,201.6
Multifamily Housing,0,26496,107,1,95,96.4,21314.2,119321,1318.5,148.7
Multifamily Housing,0,41306,95,1,95,80.1,970.9,159295.3,1152.7,252.2
Hotel,0,26047,136,1,45,52.6,778.6,231823.7,1552.3,108.4
Multifamily Housing,0,26000,64,1,95,93.3,18932.3,152135,1720.5,145.6
Retail Store,0,36778,53,1,95,106.1,18058,597806.9,593.8,272.7
Office,0,47414,96,1,95,109,5939.4,352050.8,3180.7,383.7
Multifamily Housing,0,37824,97,1,95,98.3,683,151289.7,1506.3,279.8
Manufacturing/Industrial Plant,0,43750,88,1,100,804.3,347978,113980.5,91,1881.2
Multifamily Housing,0,40250,99,1,100,51.5,3232.8,513549.3,725.2,165.6
Manufacturing/Industrial Plant,0,29500,106,1,100,269.3,1956.4,2270771.5,454.3,666.6
Multifamily Housing,0,49656,51,1,100,143.6,48010.7,729369.5,386.7,458
Multifamily Housing,0,34025,101,1,100,115.2,32608.5,192365,5918.4,228.9
Multifamily Housing,0,45000,83,1,100,80.4,31418.1,130578.1,1808,206.8
Multifamily Housing,0,40444,99,1,100,136.5,1292,265848.7,2207.2,421.2
Manufacturing/Industrial Plant,0,203697,54,1,100,17.6,17235.3,540819.4,433.1,248.2
Multifamily Housing,0,36297,117,1,100,74.6,23096.2,111268.6,428.6,156
Multifamily Housing,0,31200,91,1,100,91.8,23117.1,95712.6,1547.3,171.1
Multifamily Housing,0,144730,10,1,95,67.4,69262.7,811139.4,8577.5,606.9
Multifamily Housing,0,36297,117,1,100,76,23096.2,128938.8,2013,160.5
Multifamily Housing,0,1471133,11,1,90,8.3,99404.2,623878.9,4000.6,716
Multifamily Housing,0,37154,69,1,100,71.6,3549,392155.9,1645.8,204.2
Multifamily Housing,0,26142,80,1,100,91.8,19545,123122.5,1163.2,140.8
Multifamily Housing,0,26250,109,1,100,37.2,3664,175802.2,457.8,71
Multifamily Housing,0,25400,89,1,100,65.3,11049.7,160671.4,860.7,105.5
Multifamily Housing,0,47380,99,1,100,74.4,527,285237,1068.2,270.8
Multifamily Housing,0,33450,91,1,100,109.4,1345.4,487239.9,1130.8,286.4
Multifamily Housing,0,46319,92,1,100,128.2,4561,192668.3,5992.3,437.8
Multifamily Housing,0,35340,91,1,100,108.1,1744.5,173532.3,2675,286.2
Multifamily Housing,0,39575,91,1,100,167.9,15674.7,372293.8,6406.3,477.9
Multifamily Housing,0,67000,4,1,100,46.5,18971,354808.5,3046.1,203.8
Multifamily Housing,0,27381,99,1,100,130.7,24700,333090.9,2804.4,226
Multifamily Housing,0,41000,18,1,100,80.3,25496.6,209652.3,1327.3,198.1
Multifamily Housing,0,1013640,87,1,100,114.4,130434.6,26061155.3,30014.8,9170.6
Multifamily Housing,0,29000,89,1,100,88.8,22543.5,89970.7,1805.8,146.8
0n-Refrigerated Warehouse,0,39264,91,1,100,98.9,8916.9,189152.9,655,278.8
Hotel,0,72000,15,1,75,154.6,61001.1,1464307.9,7651.1,751.3
Multifamily Housing,0,32575,114,1,100,82.2,551.8,143429.6,1312,202.8
Hotel,0,30000,104,1,100,131.5,28532.4,324396.6,1692.9,245.4
Office,0,1226800,50,1,95,72.9,160.1,11796360.6,22729.6,6676
Office,0,1984228,46,1,100,104.7,2223.6,48225086.9,7920.4,16808.7
Manufacturing/Industrial Plant,0,50000,72,1,100,92.6,4405.9,1217010.3,1216.8,377.8
Manufacturing/Industrial Plant,0,44000,55,1,100,19.6,0,252300.2,366.5,72.9
Office,0,37400,99,1,55,48.8,6981.1,324211.4,246.1,132
Multifamily Housing,0,37500,89,1,100,82.3,27224.4,101482.6,2349.3,175.2
Multifamily Housing,0,48000,93,1,100,87,36625,136290.7,3290.6,239.7
Multifamily Housing,0,70300,15,1,100,84.6,3845.1,495417.2,6932.9,451.6
Multifamily Housing,0,33000,92,1,100,107.7,30110.4,151812.8,4069.3,201.9
Multifamily Housing,0,29655,96,1,100,117.7,1151.2,160656,5417.8,262.6
Multifamily Housing,0,37428,82,1,100,94.3,29167.4,175895,4594,206.7
Multifamily Housing,0,25848,91,1,100,94.4,472.9,170594.2,1488.6,186.1
Multifamily Housing,0,26100,90,1,100,122.4,28105.1,94408.2,4369,176.5
Multifamily Housing,0,46040,91,1,100,122.6,50417.2,181101.5,15100.9,319.7
Multifamily Housing,0,46549,12,1,100,96.5,32695,318256.1,4935.1,269.5
Multifamily Housing,0,223664,59,1,100,75.4,125211.8,1226305.5,9485.3,1031.8
Multifamily Housing,0,100841,90,1,100,92.2,79843.9,430849.2,4626.1,541.2
Multifamily Housing,0,25700,119,1,100,227.7,43400.9,438827.5,4156.1,358.2
Multifamily Housing,0,25115,13,1,100,57.9,8049.4,184548.8,430.8,97.7
Office,0,27000,104,1,100,14.2,2526.3,37851.9,59.2,24.4
Office,0,42000,99,1,100,28.8,1450.9,311932.9,1895.6,97.8
Hotel,0,38961,109,1,85,73.7,18612.8,287522,2510.5,184.3
Multifamily Housing,0,38880,91,1,100,110.2,37297.3,158273.9,5215,244.8
Multifamily Housing,0,42112,68,1,100,112.2,38857,238328.3,5672.5,277.2
Multifamily Housing,0,33900,56,1,100,95.4,27233.9,143819.2,2900.2,187.6
Multifamily Housing,0,27492,89,1,100,107.2,26353.3,89741.5,1864.1,166.4
Multifamily Housing,0,89293,78,1,100,120.5,5361,234685.8,6906.1,805.8
Multifamily Housing,0,30000,61,1,100,96.5,23377,157282.6,1687.6,171.1
Multifamily Housing,0,43872,64,1,100,66.1,23262.6,164682,1484.8,172.2
Multifamily Housing,0,38844,82,1,100,77.1,24618.9,151341.7,1436.3,175.6
Multifamily Housing,0,37683,54,1,100,98.5,262.9,223398.4,873.7,283
Multifamily Housing,0,62400,78,1,100,88.2,48256.4,192521.2,4127.6,313.4
Multifamily Housing,0,78840,73,1,100,66.3,44244,225071.4,3230.8,302.4
Multifamily Housing,0,45360,73,1,100,90.6,36296,137642.1,2773.3,233.3
Multifamily Housing,0,33800,88,1,100,117.9,36334.9,99982.3,5209.8,222.6
Multifamily Housing,0,37600,88,1,100,97.6,33713.9,109598.9,4707.4,207.1
Multifamily Housing,0,28200,91,1,100,98.5,24783.1,82521.4,3585.8,156.6
Multifamily Housing,0,34176,89,1,100,67.4,20283,76892.6,1674.1,130.9
Multifamily Housing,0,47300,83,1,100,72.6,29698.5,130666.2,2068.4,196.8
Multifamily Housing,0,47600,81,1,100,75,30723.5,144496.3,1223.1,205.2
Multifamily Housing,0,36340,8,1,100,29.1,4173,148232.6,1020.3,65.5
Office,0,715711,88,1,100,94.5,5833,13112946.4,5795,5303.3
Strip Mall,0,52515,11,1,100,69.1,24400,341899.4,2574.9,315.7
Multifamily Housing,0,28250,92,1,100,79.6,0,110121.3,2222.5,170.7
K-12 School,0,39614,5,1,100,261.9,76695.4,743270.7,557.7,632.1
Multifamily Housing,0,201824,65,1,100,93.6,158175.1,854076,9840.8,1099.5
0n-Refrigerated Warehouse,0,43550,9,1,80,22.9,6823.2,88221.8,95.8,62.8
Multifamily Housing,0,28000,88,1,100,104.6,25321.9,112785.6,2216.9,167.8
Office,0,33250,39,1,90,68,10349.4,355095.4,55135.7,158.5
Multifamily Housing,0,35650,103,1,100,112.1,1627.3,175122.1,4101.4,299.7
Multifamily Housing,0,42373,102,1,100,104.8,6592.3,169148.7,4586.1,321.9
K-12 School,0,27000,64,1,100,84.7,19668.8,115768.2,877.5,133.9
Multifamily Housing,0,25435,99,1,90,67.8,14390.2,87736.1,3172.4,101.3
Multifamily Housing,0,33000,104,1,100,116.1,1028.1,103849.8,2911.4,289.7
Multifamily Housing,0,41874,96,1,100,112.2,39669.8,170068.5,3579.4,270.9
Office,0,32800,99,1,100,69.8,0,668209.2,909.9,193.8
Multifamily Housing,0,33911,91,1,100,99.6,210.8,201183.1,801.4,257.3
Office,0,36866,105,1,100,86.5,2786.2,300202,449,243.8
Multifamily Housing,0,158637,78,1,100,107.1,5773.6,553273.3,6830.5,1284.1
Multifamily Housing,0,26900,91,1,100,104.7,2096.2,166003.1,4882,210.6
Multifamily Housing,0,42756,89,1,100,100.7,3554.2,274511.1,7724,322
Multifamily Housing,0,87324,81,1,100,73.6,56348,225813.2,4054.4,366.3
Multifamily Housing,0,41712,91,1,100,103.1,42364.8,25738.2,4291.5,231.1
Multifamily Housing,0,38806,87,1,95,45.2,15900.5,47709.4,3868.8,98.3
Multifamily Housing,0,32832,88,1,100,89.6,28028.2,37831.5,1952,160.3
Office,0,44506,112,1,100,108.8,11,1132299.3,2764.1,399.8
Office,0,45300,106,1,100,69.2,47.9,527082.7,462.3,251.6
Multifamily Housing,0,29628,110,1,100,72.7,19842.3,46950.8,1092.2,119.5
Multifamily Housing,0,25500,91,1,100,135.5,32924.4,80971.4,2381.8,192.3
Office,0,29450,53,1,100,44.1,6631.7,182616.2,245,89.1
Multifamily Housing,0,25406,36,1,100,132.9,27681.8,185015.2,5208.5,199.8
Multifamily Housing,0,36416,119,1,100,37.8,227.1,385083.8,1572.7,115.9
Multifamily Housing,0,28098,74,1,100,63.5,1089.7,131189.8,1190.2,134.9
Multifamily Housing,0,54696,94,1,100,68.3,18769,220257.9,1996.5,244.8
Multifamily Housing,0,32906,33,1,100,83.3,19918.6,222691.3,1176.7,170.3
Multifamily Housing,0,43500,101,1,100,87.8,25381.4,366871,1447.5,243
Multifamily Housing,0,78274,108,1,100,50.3,27992.1,323165.2,1443,245
Multifamily Housing,0,64800,88,1,100,92.2,53451.6,181437.9,2507.2,337
Multifamily Housing,0,96000,78,1,100,70.3,54222.3,279636.9,3479.1,399.6
Multifamily Housing,0,51890,82,1,100,119.8,149.4,210210.9,5135.6,468.8
Multifamily Housing,0,66215,13,1,100,33.4,11088.6,315408.9,1614.2,152.3
Multifamily Housing,0,156510,78,1,100,77.3,113.6,531349.5,4653.6,928.6
Multifamily Housing,0,47349,50,1,100,31.5,505.4,418651.3,1260.5,124.8
Multifamily Housing,0,150640,92,1,100,51.3,58738.1,555573.9,5524,471.4
Multifamily Housing,0,25676,109,1,100,126.4,19452.6,372740.8,3159.8,213.5
Multifamily Housing,0,68000,92,1,100,93.2,57282.3,184385.6,3964.5,356.8
Multifamily Housing,0,51654,96,1,100,86.5,39075.5,160094.5,1278.4,255.2
Multifamily Housing,0,46000,87,1,100,78.3,667.8,129107.8,1579.1,270.6
Multifamily Housing,0,85511,11,1,100,61.9,32795.5,576523.4,2721.4,344.7
Multifamily Housing,0,79325,10,1,100,88.2,47207.4,645428.5,2780.5,443.3
Multifamily Housing,0,301565,16,1,100,65.7,121331.6,2259914.1,12620.4,1300.6
Multifamily Housing,0,34582,12,1,100,97.6,20876,367856.3,1656.2,219.9
Multifamily Housing,0,40106,12,1,100,66.6,14243.8,355470.7,1622.8,181.1
Multifamily Housing,0,118218,91,1,100,97.4,100664.7,451852,17305.4,661.1
Multifamily Housing,0,55750,94,1,100,52.2,24091.3,146639.1,1663.8,170.3
Multifamily Housing,0,72886,21,1,100,79.3,45148.5,372698,4390.3,347.9
Multifamily Housing,0,58007,15,1,100,93.9,43740,307202.2,4454.1,323.1
Multifamily Housing,0,45300,21,1,100,74.1,27560.8,167731.3,3104.4,196.9
Multifamily Housing,0,50634,89,1,100,83.8,34569.4,231838.9,2944.9,250.9
Multifamily Housing,0,51233,13,1,100,94.6,40980,214232.6,3132.6,281.2
Multifamily Housing,0,39449,89,1,100,81.1,28876,94025.8,2378.3,180.3
Multifamily Housing,0,41034,89,1,100,20.1,1952.5,179919.2,1027.9,63.6
Multifamily Housing,0,46812,89,1,100,134.2,54664.4,161126.7,4895.4,351.1
Multifamily Housing,0,25100,89,1,100,17.2,1092.3,92919.6,712.5,33.2
Multifamily Housing,0,63250,89,1,100,83.3,46631.7,179339.3,4607.3,299.5
Multifamily Housing,0,35568,115,1,100,124.4,36909.1,215396.1,2384,258.7
Multifamily Housing,0,88227,99,1,100,102.7,70397.8,595086.2,3545,546.6
Multifamily Housing,0,39500,83,1,100,85.4,1008.1,143847.5,1631.3,256.5
Multifamily Housing,0,147590,8,1,100,44.4,43687.8,621901.7,4296.1,417
Multifamily Housing,0,157614,92,1,100,61,84853.6,359860.9,3979.2,550.4
Multifamily Housing,0,60804,106,1,100,96.2,50378.4,229077,2919.6,336.1
Multifamily Housing,0,30828,13,1,100,66,15607.3,135876.8,1171.8,123
Multifamily Housing,0,37099,91,1,100,98.9,986.3,147814.8,1682.4,275.7
Multifamily Housing,0,62091,92,1,100,101.1,3413.3,465566,1172.6,480.2
Multifamily Housing,0,51748,104,1,100,60.3,21438.9,279202.8,1400.6,196.4
Multifamily Housing,0,43200,82,1,100,96.5,28346.8,106748.4,1227.6,253.7
Multifamily Housing,0,38481,12,1,100,63.6,15794.4,248000.8,2047.5,157.6
Multifamily Housing,0,25263,98,1,100,77.8,15057.8,138286.7,1904.5,119.5
Multifamily Housing,0,36495,125,1,100,99.8,24944,336132.2,659.5,230.1
Multifamily Housing,0,36930,99,1,100,117.3,28971.2,420570.3,2604,275.6
Multifamily Housing,0,186300,69,1,100,91.9,145922.1,711106.4,12470.8,988.4
Multifamily Housing,0,143640,31,1,100,30.6,2046.5,1215132.6,5558.2,366.2
Multifamily Housing,0,93570,11,1,100,77.6,58258.6,433729.2,7045,433.6
Multifamily Housing,0,93570,11,1,100,126,103029.9,423711.6,7026.5,673
Multifamily Housing,0,31845,99,1,100,121.8,32868.7,166497.9,4444.2,224.4
Multifamily Housing,0,26400,90,1,100,100.5,635.5,81078.2,2484.3,198.5
Multifamily Housing,0,28512,109,1,100,148,2041.3,155803.9,3833.8,318.2
Multifamily Housing,0,25482,119,1,100,119.6,26645.7,109654.9,1748.2,174
Multifamily Housing,0,47170,92,1,100,81,1234.4,146223,3163.1,289.6
Multifamily Housing,0,32480,60,1,100,106.6,15467.8,113889,3669.9,228.6
Multifamily Housing,0,44075,91,1,100,128.6,6358.7,218344.8,6763.9,415.3
Multifamily Housing,0,41328,92,1,100,109.3,2983.6,176600.3,3782.5,335.3
Multifamily Housing,0,35770,97,1,100,121.4,2093.9,172654,4769,324.3
Multifamily Housing,0,45500,92,1,100,105.7,1905.3,184919.1,2550.7,359.7
Multifamily Housing,0,33230,109,1,100,78.2,297.6,107263.1,1701.1,196.1
Multifamily Housing,0,275000,90,1,100,49.8,119503.9,499773.7,15563.2,781.1
Multifamily Housing,0,33953,32,1,100,100.2,413.5,144462.7,2926,256.8
Multifamily Housing,0,36560,92,1,100,92.9,2905.6,135100.1,4228,250.7
Multifamily Housing,0,60900,119,1,100,66.4,780.7,172286.7,3450.8,304.6
Multifamily Housing,0,42820,58,1,100,101,35811,240464,2922.9,256.1
Multifamily Housing,0,388273,32,1,100,96.5,246676.6,3711967.9,15433,2392.2
Multifamily Housing,0,55395,91,1,95,65.2,28436.7,217545,861.5,215.8
Fitness Center/Health Club/Gym,0,27075,33,1,70,79.9,13740,230853.8,949.3,139.9
Manufacturing/Industrial Plant,0,149000,89,1,100,46.7,43193.4,746965.3,333.6,449.8
Multifamily Housing,0,37800,83,1,100,95,29473,131803.7,2412.2,208.9
Multifamily Housing,0,65479,6,1,100,27.8,0,528669.4,1942.6,154.1
Multifamily Housing,0,75452,13,1,100,77.3,33033.6,721626.5,2002.6,389.1
Multifamily Housing,0,38750,113,1,100,95.5,31079.2,176317,1443.5,215.9
Multifamily Housing,0,38750,113,1,100,101,30888.6,235206.6,2375.8,233.8
Multifamily Housing,0,323996,44,1,100,81.3,93288.7,4956347.8,24417.2,1937.5
Multifamily Housing,0,104175,49,1,100,176.4,81450.5,2971114.8,11648,1300.1
Multifamily Housing,0,123232,45,1,100,172.9,106479.2,3116544.9,10598.8,1470.8
Multifamily Housing,0,127000,58,1,100,86.5,89990,557790,6810.3,645.6
Multifamily Housing,0,48000,90,1,100,81.1,33214.8,160440.6,4472.5,224.3
"Repair Services (Vehicle, Shoe, Locksmith, etc.)",0,40092,84,1,100,132.8,30324.4,663961.9,357,354.9
Multifamily Housing,0,28002,101,1,100,73.2,16225.6,123179,1957.7,122.2
Multifamily Housing,0,29634,99,1,100,106.4,1519,148486.3,3766.8,236.2
Multifamily Housing,0,86537,60,1,100,81,59741.8,292466.5,3770.2,404.8
Retail Store,0,26700,58,1,100,57.8,3820.6,332832.7,52.8,118.4
Multifamily Housing,0,32432,89,1,100,90.2,24490.7,134393.4,2289.6,170.1
Multifamily Housing,0,20250,95,1,100,100.7,16369.5,113681.5,2040.6,120.9
Multifamily Housing,0,44400,90,1,100,90.6,31111.7,141177.2,2773,237.7
Multifamily Housing,0,45189,91,1,100,85.9,33552,145322.4,3684.2,222
Multifamily Housing,0,25560,109,1,100,117.9,24932.3,109403.1,1726.4,174.8
Multifamily Housing,0,24500,127,1,100,46.5,9270.4,59156.6,289.4,67.2
Multifamily Housing,0,98181,62,1,100,63.8,52558,284431.3,4284.1,364
Multifamily Housing,0,168000,92,1,95,103.3,8007.2,576769.3,15140.6,1292.3
Multifamily Housing,0,30000,117,1,100,69.4,1381.4,217247.3,573.8,159.5
Distribution Center,0,27920,80,1,100,24.9,5399.9,41929.7,34.4,41.4
Multifamily Housing,0,838172,75,7,100,97.3,739021.3,2178920.9,36983.6,4571.1
Strip Mall,0,48708,68,1,90,322.5,94858.1,1822121.7,7739.5,1030.7
Strip Mall,0,35625,92,1,90,162.1,27579.1,871281.7,703.8,401
Multifamily Housing,0,36000,88,1,100,29.3,1877,252560.8,5151.8,83.3
Residence Hall/Dormitory,0,39905,107,1,100,43.6,6311.6,321381.6,1448.7,127.5
